item_id,order_id,product_id,quantity,unit_price,discount_percent
89,41,177,4,2482.51,15.8
90,41,63,4,3578.14,20.35
91,42,461,3,2314.69,11.04
92,42,345,1,1022.93,26.52
93,42,45,1,2014.34,5.36
94,43,56,2,1452.12,20.91
95,44,78,2,2651.37,18.82
96,44,151,4,4850.92,16.24
97,45,243,3,2158.64,22.13
98,46,150,2,408.45,26.15
99,47,428,5,3258.89,12.35
100,48,336,3,2482.13,19.98
101,48,272,5,2281.76,9.12
102,49,460,3,941.51,7.8
103,50,191,3,3871.77,1.42
104,50,181,3,2334.04,4.99
105,51,365,5,1497.71,29.2
106,52,355,2,890.15,3.51
107,52,163,-5,719.72,7.81
108,52,95,2,2856.19,1.04
109,53,177,2,1927.28,16.2
110,53,84,5,1577.64,27.61
111,54,477,4,3865.74,28.43
112,54,476,3,864.66,29.1
113,55,500,5,1723.28,21.16
114,55,243,3,4851.07,22.62
115,55,294,2,4017.92,21.86
116,56,174,1,3685.04,27.01
117,56,72,5,672.69,0.74
118,57,431,2,2285.27,2.77
119,57,29,5,3242.43,17.5
120,57,114,3,1059.01,2.51
121,58,347,1,4881.61,11.83
122,58,252,3,3055.54,15.35
124,60,190,4,1926.87,8.54
125,60,180,3,4889.87,26.23
126,61,111,4,3733.49,12.47
127,62,148,2,4047.8,29.11
128,62,218,4,783.88,17.62
129,63,74,2,1585.83,29.65
130,64,172,1,4672.45,17.72
131,64,193,1,132.43,19.16
132,64,140,4,956.98,13.86
133,65,387,2,1076.36,24.97
134,65,149,5,2503.87,24.68
135,65,155,5,1589.18,16.78
136,66,115,1,3976.98,4.62
137,66,154,4,708.47,19.98
138,67,214,2,2510.24,20.64
139,67,126,1,684.84,8.32
140,68,307,3,2947.22,16.97
141,69,322,4,4873.87,24.55
142,69,192,5,3691.49,0.53
145,71,215,3,338.7,8.75
146,71,328,1,2617.95,22.99
147,72,392,1,3033.94,5.01
148,73,447,3,4151.43,20.55
149,73,155,3,3458.67,20.65
150,74,274,5,1822.98,4.31
151,75,266,3,1927.77,14.55
152,76,472,2,601.85,4.64
153,76,114,2,3996.02,16.76
154,77,426,5,4245.74,21.38
155,77,360,1,2145.0,27.48
156,77,60,2,4624.71,14.39
157,78,354,3,781.17,13.26
158,78,306,5,3841.59,10.26
159,79,156,1,3747.86,3.56
160,79,66,2,3471.43,9.22
161,79,108,2,4907.44,12.74
162,80,40,1,3895.99,22.72
163,81,101,1,260.68,19.79
164,82,31,4,682.72,7.59
165,82,34,-3,3371.17,22.64
166,82,401,1,4608.48,6.16
167,83,95,3,243.37,4.37
168,84,483,3,4749.08,10.44
169,84,83,5,3925.93,18.39
170,84,259,5,434.85,24.59
171,85,271,2,3607.48,28.93
172,86,462,5,121.21,21.76
173,87,472,5,4271.35,14.24
174,88,302,2,2254.36,28.73
175,88,93,3,4908.38,12.72
176,88,264,2,2097.13,22.84
179,90,43,3,2519.19,11.54
180,91,308,3,3466.53,25.23
181,91,116,5,2095.68,29.55
182,92,97,1,4484.3,24.07
183,92,481,3,978.56,29.96
184,93,345,1,2042.21,15.68
185,93,347,1,684.17,11.84
186,94,303,1,3733.02,26.77
187,94,87,1,1882.18,5.97
188,94,103,5,4235.74,12.13
190,96,393,5,3008.88,22.69
191,96,411,4,1844.88,20.0
192,96,487,4,4938.86,15.34
193,97,394,4,629.38,7.52
194,98,119,2,245.65,22.13
195,98,426,1,2540.86,0.8
196,99,196,5,3428.1,4.58
197,100,320,1,3824.84,19.83
198,100,267,4,3984.38,6.06
199,100,339,4,2502.23,7.85
202,102,162,4,2268.53,1.08
203,102,91,5,3331.11,23.38
204,103,85,4,2210.34,9.37
205,103,200,4,3843.65,17.07
206,103,252,5,3458.33,17.17
207,104,288,2,2582.76,11.74
208,104,254,5,4857.27,18.51
209,105,393,3,1670.37,0.84
210,105,24,2,4200.98,10.47
211,106,299,1,3849.45,18.75
212,106,195,1,2197.93,29.76
213,106,211,3,376.6,7.33
215,108,445,3,660.91,5.09
216,109,167,1,2358.46,25.9
217,109,291,5,4516.91,8.0
218,109,357,4,2981.15,29.57
219,110,293,4,1679.86,2.93
220,110,251,1,3485.23,6.18
221,111,258,3,916.47,8.99
222,111,497,4,1088.62,19.06
223,112,431,5,1148.99,7.95
224,113,294,4,4042.55,18.74
225,113,491,1,3616.76,17.35
226,114,173,3,429.62,24.04
227,114,244,4,1127.72,23.87
228,114,334,3,2572.73,9.0
229,115,277,3,1080.38,12.07
230,115,320,5,2320.82,22.9
231,115,93,1,3176.44,15.49
232,116,296,4,1143.47,28.86
233,117,481,4,1412.89,19.14
234,117,415,5,4278.6,27.21
235,117,479,5,3660.41,1.8
236,118,187,4,823.94,4.51
237,119,392,3,4236.2,12.31
238,119,441,1,3206.24,25.38
239,119,137,3,3265.61,7.69
240,120,121,4,1268.57,4.5
241,120,15,2,4005.52,9.32
242,120,249,5,4957.34,12.66
243,121,104,2,1436.29,0.87
244,122,338,5,962.33,25.58
245,122,494,4,3932.95,1.66
247,124,460,3,3391.19,26.57
248,124,204,2,1256.6,17.13
252,126,427,5,3712.46,24.18
253,126,381,2,4683.95,6.54
254,127,90,2,4852.63,13.18
255,128,442,5,374.03,16.0
256,128,359,1,1650.8,12.71
257,129,127,3,4409.22,28.11
258,129,186,4,3606.79,24.64
259,129,11,5,270.57,22.18
260,130,354,2,1339.62,11.54
261,131,491,3,4525.47,20.56
262,131,274,2,4302.47,11.65
263,131,466,4,4644.79,27.54
264,132,47,2,1557.37,25.78
265,132,83,4,3193.63,26.38
266,133,209,1,1442.78,2.4
267,133,400,4,2408.35,12.39
268,133,431,-3,3615.19,26.3
270,135,216,5,3673.23,16.43
271,135,168,4,3506.53,22.86
272,136,329,2,3187.77,23.73
273,136,70,1,2063.24,18.85
274,136,161,5,502.94,4.73
275,137,366,2,4250.11,20.57
276,137,406,3,2312.3,26.21
277,137,69,3,950.05,17.79
278,138,410,3,1073.45,12.43
279,138,94,4,4394.31,28.34
280,139,115,1,4745.74,27.69
281,139,332,5,3170.47,27.21
282,139,499,4,1071.5,21.04
283,140,26,4,3128.22,18.01
284,141,46,3,933.6,17.02
285,142,368,5,2232.28,27.6
286,143,424,4,680.71,21.41
287,143,98,3,1511.01,14.83
288,144,221,2,3040.41,29.86
289,145,373,2,2149.82,12.26
290,145,75,1,1521.95,7.85
291,146,231,2,1911.22,20.53
292,146,235,1,150.57,4.0
293,146,166,4,3465.58,21.4
294,147,217,5,1355.51,2.86
295,147,31,1,1731.03,7.05
296,147,466,3,4984.02,28.18
297,148,364,1,126.27,15.14
298,148,196,3,4889.87,20.14
299,148,68,5,301.51,5.38
300,149,258,4,4658.6,26.34
301,150,46,3,3580.25,12.99
302,151,60,3,316.39,3.84
303,151,447,3,3764.33,27.79
304,152,463,3,3103.36,22.85
305,152,136,5,1633.75,26.78
306,153,378,4,3842.01,4.54
307,153,437,4,360.79,4.46
308,154,94,1,2404.21,4.91
309,155,224,1,4976.49,27.82
310,155,21,4,1846.95,21.27
311,156,235,4,651.21,21.59
312,156,76,1,1813.06,6.11
313,157,93,2,3774.69,24.68
314,157,289,5,1140.74,29.94
315,158,270,5,984.79,27.61
316,159,394,4,3416.85,26.62
317,160,146,1,2031.43,17.71
318,161,429,3,853.5,2.43
319,162,338,4,2324.87,28.66
320,162,305,1,1714.19,1.32
321,162,319,4,1692.09,21.95
322,163,465,5,733.67,25.9
323,163,411,3,1683.54,1.67
324,163,37,5,4764.31,11.44
325,164,131,2,1276.39,23.13
326,164,205,1,200.51,6.25
327,165,400,4,1496.19,22.58
328,165,335,2,690.95,14.73
329,166,377,3,4528.3,18.11
330,166,184,1,4177.06,15.38
331,167,229,4,2434.55,16.89
332,167,217,1,3806.8,24.33
333,168,96,4,3190.36,2.79
334,168,263,3,4869.03,20.29
335,168,332,2,4660.27,15.82
336,169,269,1,1524.44,13.12
337,169,465,4,1571.93,29.53
338,169,351,3,4223.54,15.69
339,170,292,1,2799.87,27.52
340,170,263,1,2602.19,12.39
341,171,339,5,4082.84,10.66
342,171,300,-1,3866.37,0.49
343,172,339,4,979.81,5.47
344,172,202,1,508.12,26.3
345,172,153,3,2977.32,13.65
346,173,231,5,4058.39,10.24
347,173,471,2,1134.24,2.35
348,173,310,3,4370.92,3.19
349,174,10,1,2035.18,0.4
350,174,336,4,2354.8,12.15
351,174,337,5,3656.97,9.08
352,175,185,4,4042.74,2.63
353,175,70,1,1034.93,24.48
354,175,357,2,4309.16,6.28
355,176,75,2,2235.36,18.78
356,176,405,5,1035.48,9.03
357,176,238,2,2422.55,0.65
358,177,463,2,3720.03,13.36
359,178,242,1,4313.0,17.56
360,178,104,3,2890.21,25.02
361,179,171,1,603.05,25.43
362,180,213,4,3711.68,17.88
363,180,284,3,281.38,11.99
364,181,303,5,4682.88,27.15
365,181,445,4,1236.34,1.82
366,181,10,4,2924.38,16.6
367,182,458,4,4456.79,3.51
368,182,319,3,2296.79,13.09
369,183,148,2,2399.28,13.14
370,184,113,5,4554.44,10.17
371,184,309,4,742.68,8.8
372,184,365,4,4803.04,24.99
373,185,335,3,4000.27,23.99
374,185,433,2,3147.03,8.47
375,185,384,1,3368.58,3.87
376,186,81,5,2511.71,23.8
377,187,156,2,1126.22,1.41
378,187,10,3,4416.44,10.71
379,188,90,5,256.65,1.91
380,189,59,5,1210.78,16.86
381,189,250,3,4968.95,23.55
383,191,448,5,3061.02,3.12
384,191,26,4,4015.04,28.88
385,191,387,1,4875.83,23.45
386,192,401,1,4135.69,1.26
387,192,54,2,3186.64,26.13
388,192,467,3,869.46,8.76
389,193,391,5,2542.12,26.11
390,193,79,3,1739.58,4.13
391,194,225,4,3869.17,0.2
392,195,175,3,2574.61,2.56
393,195,191,4,1867.15,19.95
394,196,386,5,2166.44,6.85
395,197,212,4,4500.52,28.56
396,197,265,3,4724.33,13.28
398,199,206,2,2226.95,11.8
399,199,19,2,4522.3,1.73
400,200,366,5,4866.04,12.58
401,200,454,5,4380.38,21.65
402,200,161,3,138.72,8.39
403,201,313,2,3531.45,13.39
404,201,106,5,3159.36,18.55
405,201,227,3,4449.61,23.45
406,202,398,2,4416.78,2.53
407,202,276,3,2010.97,21.57
408,203,267,5,1491.25,2.78
409,204,160,-5,1769.47,19.07
410,204,12,1,4462.56,16.2
411,204,133,2,4177.92,9.12
412,205,259,1,3686.73,25.25
413,205,133,5,1836.92,1.43
414,206,482,1,2298.81,17.17
415,206,3,4,1761.0,7.08
416,206,382,5,2871.43,26.83
417,207,341,5,4238.03,7.02
418,207,154,3,3367.92,24.45
419,207,294,2,3600.32,15.59
420,208,54,3,2630.61,5.78
421,209,233,1,818.11,12.77
422,209,211,1,552.02,12.75
423,210,244,2,2286.2,11.08
424,211,207,5,2838.95,23.36
425,211,447,3,2963.09,19.09
426,211,226,4,3685.41,12.51
427,212,74,5,722.91,21.33
428,213,496,5,4330.03,3.54
429,214,234,4,259.78,4.71
430,215,190,1,3047.84,12.26
431,215,62,3,2901.65,1.21
432,215,79,1,1920.19,29.73
433,216,151,4,237.09,4.29
434,216,402,5,2166.61,28.1
435,217,456,3,1156.35,24.57
436,217,251,1,699.41,10.46
437,218,214,4,2907.99,16.97
438,219,401,4,2428.61,21.6
439,219,311,2,3833.56,15.14
440,220,390,4,3369.38,4.47
441,220,373,3,537.64,18.74
442,221,210,4,1240.83,11.86
443,221,277,1,4794.59,26.7
444,221,377,3,3264.99,25.98
445,222,13,5,3187.54,23.15
446,222,159,5,3261.28,19.32
447,222,44,2,4780.32,16.26
449,224,460,1,689.39,28.09
450,224,93,1,1447.32,6.17
451,224,425,5,2276.72,24.21
455,226,51,5,923.96,4.32
456,227,394,1,855.71,28.56
457,227,348,2,388.68,28.83
458,228,14,1,1560.32,2.96
459,229,212,3,1363.88,28.25
460,230,27,2,1274.15,17.91
461,231,253,5,3786.71,11.55
462,232,138,1,1659.85,16.59
463,233,248,1,2096.72,7.01
464,234,138,5,4821.03,20.25
465,235,391,5,3292.6,3.77
466,236,209,4,511.15,19.07
467,236,105,2,1929.2,29.56
468,236,401,2,2733.92,12.71
469,237,232,1,104.91,13.94
470,237,425,5,1517.32,29.16
471,237,1,1,4674.18,14.47
472,238,129,4,4996.29,25.27
473,238,109,5,4219.35,8.44
474,238,83,5,2859.1,9.02
475,239,358,1,4169.44,21.75
476,239,144,4,1133.17,15.14
477,240,453,3,3212.33,29.39
478,240,363,4,1437.76,19.87
479,241,175,2,2353.02,17.99
480,241,9,2,3267.57,0.06
481,242,3,1,3396.26,12.39
482,242,459,4,3836.08,16.14
483,243,334,1,2739.38,26.78
484,243,418,4,3394.0,10.59
485,243,417,4,4154.59,10.74
486,244,430,1,711.34,11.11
487,245,228,1,1185.45,0.59
488,246,349,3,1038.41,24.49
489,246,321,3,4061.23,6.63
490,247,496,-3,280.3,14.79
491,247,361,5,1124.52,5.88
492,248,203,1,4362.59,17.07
493,248,253,2,2803.75,19.8
494,248,290,5,2869.19,1.96
495,249,382,1,724.41,28.01
496,250,452,5,3671.6,8.23
497,251,12,5,3110.84,20.42
498,251,453,4,109.58,12.81
499,251,345,1,4283.91,9.69
500,252,141,1,3432.85,14.0
501,252,186,5,3819.21,26.51
502,253,25,3,4600.12,15.97
503,254,3,4,1053.58,2.45
504,254,293,1,4952.3,6.77
505,255,217,1,4593.28,5.91
506,255,169,3,407.94,18.76
507,255,15,4,2216.55,0.72
508,256,479,3,4218.49,7.41
509,256,243,2,4798.13,24.98
510,256,421,3,2646.41,7.1
511,257,398,5,3135.88,22.92
515,259,29,3,3092.62,12.96
516,259,53,1,2840.36,8.85
517,260,206,1,3124.78,12.33
518,260,443,5,3958.63,18.72
519,261,197,4,3996.31,26.4
520,261,318,1,1764.12,28.13
521,262,233,5,1708.15,5.77
522,263,7,5,3595.17,17.79
523,264,464,5,717.31,15.27
524,265,216,4,3650.65,13.34
525,265,125,2,4005.43,1.81
526,266,300,4,2614.32,19.55
527,266,184,3,2959.96,16.23
528,267,76,4,1612.5,10.29
529,268,497,1,2636.63,19.73
530,268,75,1,1263.2,24.58
531,269,440,1,2168.1,5.86
532,269,103,2,3947.79,10.25
533,269,342,4,3504.43,29.46
534,270,355,3,4274.84,16.98
535,270,172,5,1568.19,9.86
536,270,54,4,4392.92,27.32
537,271,113,1,3229.96,20.8
538,271,239,5,1144.38,14.42
539,272,414,-4,1106.05,5.53
540,272,4,3,148.47,10.74
541,273,59,2,1523.82,5.83
542,273,300,3,315.13,0.89
543,273,102,3,953.32,26.56
544,274,90,3,4252.92,7.38
545,274,101,1,962.78,7.85
546,274,52,1,4174.08,4.12
547,275,404,1,1758.08,6.31
548,275,234,2,1911.24,11.17
549,275,88,5,4887.8,29.93
550,276,450,1,680.62,26.48
551,276,67,2,1039.24,11.35
552,277,163,5,2204.75,19.08
553,277,472,1,3839.1,17.62
554,278,151,-2,1705.63,1.6
555,278,408,3,4376.97,25.55
556,278,496,5,4440.59,6.28
557,279,402,4,3975.89,18.45
558,280,261,4,3781.41,19.35
559,281,192,-4,2642.57,5.37
560,281,365,3,2674.83,14.5
561,281,490,4,2421.41,17.44
562,282,472,5,3283.71,6.22
563,282,459,2,2315.19,7.03
564,282,112,3,2182.61,11.31
565,283,479,3,1347.19,2.54
566,284,152,4,2642.22,6.91
567,285,239,5,3143.52,12.78
568,286,222,4,1900.81,14.93
569,286,140,4,221.12,13.25
570,287,331,1,1859.56,2.47
571,287,432,5,2612.68,19.31
572,288,475,2,582.2,2.14
573,288,20,5,1081.5,5.9
574,289,129,3,3751.54,23.05
575,289,433,3,1034.15,18.12
576,290,438,5,4570.67,0.26
579,292,263,2,4340.78,6.83
580,292,371,2,2424.75,15.47
581,292,403,5,3812.34,21.68
582,293,175,1,1634.07,5.64
583,293,395,4,1126.97,13.5
584,294,16,3,780.86,26.21
585,294,157,1,2549.02,19.77
586,294,182,3,1204.9,12.77
587,295,391,5,1568.22,17.61
588,295,291,1,4618.51,4.61
589,296,291,5,4577.39,17.22
590,296,201,4,1100.6,11.72
591,297,198,2,2426.41,9.87
592,297,493,4,3231.12,9.14
593,297,88,1,3406.94,5.33
594,298,309,4,231.51,5.97
595,298,467,4,1490.71,6.99
596,298,338,5,442.9,1.72
597,299,6,2,1701.18,27.29
598,299,201,2,4949.02,3.87
599,299,215,4,3741.4,11.67
600,300,67,2,1617.81,24.54
601,301,244,2,3058.18,28.17
602,301,301,2,2562.13,20.55
603,301,142,2,136.47,4.28
604,302,423,4,3063.76,7.41
605,303,467,5,4408.27,13.81
606,303,295,1,3712.72,8.64
607,304,178,3,2016.34,24.7
608,304,436,2,2133.76,5.39
609,305,376,4,2343.36,27.32
610,305,94,5,568.12,20.96
611,305,23,2,4439.15,4.74
612,306,276,3,3366.62,2.0
613,306,372,2,4552.81,12.34
614,306,391,5,694.03,11.06
615,307,259,3,2109.47,4.95
616,308,260,1,2364.62,2.2
617,309,346,4,1967.66,22.38
618,309,439,2,2043.7,0.32
619,309,59,2,1702.84,22.46
620,310,237,-1,504.49,19.71
621,310,366,4,787.25,24.61
622,311,88,1,3074.24,5.32
623,312,274,4,925.42,20.14
624,313,347,3,852.13,10.74
625,314,366,1,4474.17,15.97
626,315,357,1,4198.86,24.35
627,315,329,1,2014.03,9.25
628,316,307,-1,338.46,11.32
629,317,476,2,1935.76,7.16
630,318,9,4,236.93,0.44
631,319,349,1,1180.78,26.47
632,320,86,2,315.66,15.38
633,320,418,3,1681.13,18.8
634,320,320,2,4678.2,11.85
635,321,62,2,1147.52,10.7
636,321,89,1,2070.48,9.49
637,322,109,4,1178.47,19.74
638,322,143,5,1908.0,2.02
639,323,211,3,3860.97,14.99
640,324,365,5,3977.17,27.67
641,325,88,3,4799.27,18.0
642,325,324,4,3421.71,29.17
643,325,356,2,1727.03,19.06
644,326,163,4,430.82,0.53
645,326,467,5,2299.67,15.33
646,326,380,2,2566.76,21.14
647,327,120,1,3120.11,26.9
648,328,122,4,3810.5,18.59
649,328,31,2,1935.17,8.9
650,329,193,2,3245.99,7.14
651,330,307,4,3722.35,9.86
652,330,143,3,3253.65,22.81
653,330,267,-4,3275.43,8.65
654,331,118,3,1779.37,6.17
655,332,465,2,4027.11,20.89
656,333,312,4,2655.21,5.51
657,334,4,1,4362.35,2.1
658,334,99,1,3208.4,4.25
659,334,105,2,549.62,17.78
660,335,121,5,483.01,21.75
661,336,85,2,1300.13,5.29
662,336,128,3,1498.23,13.45
663,337,104,3,4325.89,14.44
664,337,487,3,2051.4,5.03
665,337,226,4,2575.93,22.05
666,338,420,4,197.07,11.44
667,339,389,3,3016.4,4.58
668,340,90,3,1964.21,9.18
669,340,146,4,2854.5,14.43
670,340,171,2,3602.83,5.87
671,341,3,1,4322.11,21.91
672,342,252,4,4635.89,28.21
673,342,497,3,1981.78,9.23
674,343,37,4,4436.5,29.77
675,343,64,4,4667.43,4.87
676,343,391,4,4789.77,23.14
677,344,179,5,3574.73,19.05
678,344,189,1,3289.44,27.8
679,344,377,2,1287.53,1.04
680,345,324,1,3517.61,19.36
681,345,134,5,2331.81,20.43
682,346,127,-5,2933.87,19.88
683,346,83,1,671.98,2.77
684,347,470,4,2048.57,17.58
685,347,462,1,2640.83,5.66
686,347,217,2,4165.77,7.59
687,348,257,5,3326.58,11.48
688,348,158,-4,3787.07,27.73
689,349,56,5,3905.79,10.33
690,350,138,2,4657.08,11.94
691,351,4,2,4100.31,0.05
692,351,36,-4,2672.31,19.64
693,352,221,2,964.37,5.59
694,352,69,2,2483.71,15.08
695,352,57,4,2878.75,6.38
696,353,31,2,4064.98,5.76
697,354,226,5,635.06,19.09
698,354,41,3,519.96,3.74
699,355,176,1,2969.67,14.34
700,356,390,1,146.58,7.98
701,356,490,1,3360.08,23.68
702,356,22,1,1134.23,23.75
703,357,309,5,4935.79,22.84
704,357,478,4,2418.84,10.11
705,358,173,3,3441.11,10.29
706,358,162,2,4710.86,19.95
707,359,313,1,4878.99,26.19
708,359,413,1,115.11,26.12
711,361,189,4,3129.92,19.77
712,362,264,4,3335.12,0.09
713,362,327,3,181.49,10.81
714,363,497,3,3421.85,7.01
715,364,205,5,3990.41,10.45
716,364,481,4,4935.67,25.71
717,365,376,4,1539.93,5.85
718,366,446,5,4393.55,23.55
719,367,259,1,726.52,23.9
720,367,155,5,4937.38,14.0
721,367,459,4,4779.75,14.47
722,368,124,2,1137.04,22.6
723,368,338,1,616.8,29.8
724,368,15,2,4652.12,9.8
725,369,393,3,1179.84,7.73
726,369,244,1,3360.83,27.68
727,370,372,4,543.16,20.75
728,370,447,2,4665.72,22.99
729,370,308,1,3255.53,11.31
730,371,381,4,3304.21,23.55
731,371,495,4,4061.39,6.71
732,371,60,3,529.63,2.67
733,372,304,2,3748.63,3.48
734,372,189,2,4281.32,28.62
735,372,296,1,1622.91,17.7
736,373,434,4,4901.26,9.59
737,374,409,2,2646.78,18.05
738,374,114,1,2037.03,16.15
739,375,162,2,4099.13,8.9
740,375,113,4,3431.91,4.42
741,376,75,1,3034.51,9.27
742,376,353,1,1439.92,25.43
743,377,245,2,2525.63,21.12
744,377,193,1,4907.6,9.99
745,377,424,2,4255.54,28.03
746,378,359,1,4623.47,23.28
747,379,373,4,1565.6,24.45
748,379,468,2,4956.21,16.44
749,380,217,4,4952.54,22.73
750,380,201,1,2686.44,8.49
751,381,473,2,3535.43,16.44
752,381,50,-2,1684.75,23.74
753,381,444,1,4264.07,21.29
754,382,336,2,2928.07,13.26
755,382,248,3,4496.37,6.29
756,383,101,1,1874.91,25.68
757,383,53,2,1945.12,29.48
758,383,348,2,4637.33,2.88
759,384,92,1,675.0,15.46
760,384,174,5,2225.73,4.46
764,386,338,1,3910.88,25.95
765,386,333,4,1448.56,19.6
766,386,189,1,688.0,2.48
767,387,329,5,1202.18,17.61
768,387,294,4,1441.25,22.36
769,388,93,-4,2472.54,19.34
770,388,223,3,2899.97,2.98
771,388,33,5,1005.96,24.39
772,389,202,5,4105.57,23.5
773,390,251,1,2642.62,17.54
774,390,366,1,3792.19,6.22
775,390,338,1,985.25,17.97
776,391,3,5,2291.44,9.43
777,392,66,5,1110.53,4.84
778,393,132,1,514.59,3.74
779,393,153,-3,4834.75,5.15
780,393,484,-1,1316.85,1.38
781,394,464,3,3329.87,13.35
782,394,296,4,3506.0,15.68
783,394,181,5,2737.23,6.3
784,395,340,1,1261.79,5.64
785,396,439,2,4791.37,18.06
786,396,111,5,1859.42,3.85
787,397,217,1,2794.26,7.82
788,397,333,2,2060.29,2.5
789,397,131,4,4706.98,4.3
790,398,37,3,4977.26,20.9
791,399,366,3,2861.85,19.43
792,400,310,2,2156.46,4.6
793,400,404,4,1956.82,28.92
794,400,127,1,1423.61,15.94
795,401,281,4,423.2,19.21
796,401,186,-3,3912.55,4.39
797,401,409,2,1440.87,2.94
798,402,194,1,3935.39,3.71
799,403,373,3,2985.25,24.2
800,403,49,5,1809.61,17.16
801,403,145,5,1428.16,2.97
802,404,88,3,4737.9,11.69
803,405,413,5,2803.19,26.46
804,405,207,4,3002.32,7.77
805,406,263,2,3322.06,4.28
806,406,291,3,359.04,21.76
807,406,499,3,3566.76,7.47
808,407,215,4,997.21,29.59
809,407,409,4,2560.92,8.27
810,407,220,5,4714.22,26.44
811,408,157,1,4742.53,12.2
812,409,433,1,3209.92,2.3
813,409,123,1,909.05,1.72
814,410,147,5,4654.99,24.25
815,410,6,4,3417.46,27.97
816,410,70,4,2539.25,20.55
817,411,455,5,3519.62,12.16
818,411,316,2,4563.34,22.38
819,411,366,4,3542.7,22.49
820,412,379,5,3451.98,1.27
821,413,494,2,3405.16,26.46
822,413,269,2,956.59,11.01
823,414,264,3,4767.17,12.68
824,415,88,3,4851.67,10.14
825,415,348,2,4175.46,25.52
826,416,149,3,2467.31,7.94
827,417,378,5,2028.75,27.69
828,418,264,1,4683.53,26.77
829,418,435,4,381.73,0.18
830,418,236,3,1561.92,3.21
831,419,456,2,2070.13,0.27
832,419,221,4,1067.97,15.87
833,420,211,1,4574.23,0.21
834,421,129,-2,2406.42,11.23
835,421,187,4,4471.75,16.09
836,421,138,1,4947.91,19.69
839,423,203,4,3745.23,27.03
840,424,342,2,4747.04,28.79
841,425,61,4,2496.43,14.87
842,425,350,2,1691.95,22.93
843,426,257,4,743.95,28.73
844,426,406,1,718.01,10.32
845,427,393,2,355.0,24.9
846,428,500,5,3713.41,13.03
847,428,149,3,2481.05,22.83
848,429,317,2,3673.32,5.61
849,430,393,1,4334.42,29.83
850,430,127,4,1072.22,21.19
851,431,359,5,3094.39,5.66
852,432,323,2,1223.98,3.97
853,432,20,3,4952.95,27.87
854,432,219,1,3120.69,2.73
855,433,195,4,2672.36,21.0
856,434,114,3,2187.77,1.84
857,435,330,1,1591.02,8.08
858,435,144,3,3586.77,7.41
859,436,94,1,102.63,19.81
860,437,109,3,2413.09,27.25
861,437,52,4,1005.72,28.45
862,438,172,3,646.49,20.07
863,438,350,5,3875.27,3.91
864,439,380,3,3740.37,17.67
865,439,310,3,1267.44,8.28
866,440,197,1,4447.25,3.91
867,440,381,5,689.74,17.6
868,440,468,2,1045.34,13.37
869,441,39,5,3133.15,9.04
870,442,390,-2,2714.43,4.61
871,442,66,2,2149.24,21.35
872,443,500,3,4485.07,13.45
