order_id,customer_id,order_date,status,region_code
42,233,2025-10-18 17:00:00,RETURNED,WEST
43,456,2024-05-17 16:00:00,CANCELLED,EAST
44,99,2024-04-25 10:00:00,SHIPPED,WEST
45,332,2024-09-20 22:00:00,SHIPPED,NORTH
46,378,2024-12-11 09:00:00,RETURNED,SOUTH
47,90,2025-09-17 20:00:00,CANCELLED,WEST
48,264,2024-12-01 02:00:00,CANCELLED,NORTH
49,95,2024-05-23 15:00:00,DELIVERED,SOUTH
50,4,2024-09-24 12:00:00,SHIPPED,WEST
51,386,2024-09-30 10:00:00,DELIVERED,NORTH
52,134,2025-10-31 11:00:00,SHIPPED,NORTH
53,342,2024-05-01 14:00:00,DELIVERED,SOUTH
54,208,2025-05-29 22:00:00,DELIVERED,NORTH
55,328,2024-10-29 11:00:00,RETURNED,SOUTH
56,113,2024-05-16 15:00:00,SHIPPED,WEST
57,383,2025-09-12 11:00:00,CANCELLED,WEST
58,388,2025-07-04 21:00:00,SHIPPED,SOUTH
60,271,2025-01-05 02:00:00,RETURNED,NORTH
61,32,2025-07-14 16:00:00,SHIPPED,SOUTH
62,85,2024-12-01 16:00:00,CANCELLED,NORTH
63,349,2024-07-29 22:00:00,RETURNED,WEST
64,47,2025-06-06 14:00:00,PLACED,WEST
65,68,2025-06-09 13:00:00,CANCELLED,NORTH
66,287,2025-04-18 21:00:00,DELIVERED,NORTH
67,203,2024-09-17 00:00:00,SHIPPED,NORTH
68,24,2025-03-09 11:00:00,PLACED,NORTH
69,479,2024-03-11 15:00:00,PLACED,EAST
71,457,2025-01-26 14:00:00,CANCELLED,WEST
72,42,2025-11-30 21:00:00,RETURNED,SOUTH
73,335,2024-12-22 03:00:00,SHIPPED,WEST
74,271,2024-05-10 23:00:00,SHIPPED,NORTH
75,388,2024-01-24 09:00:00,CANCELLED,WEST
76,273,2025-01-23 07:00:00,SHIPPED,WEST
77,178,2024-06-07 08:00:00,SHIPPED,NORTH
78,17,,RETURNED,NORTH
79,124,2024-07-30 02:00:00,PLACED,NORTH
80,229,2025-09-04 21:00:00,PLACED,SOUTH
81,380,2024-02-15 12:00:00,CANCELLED,SOUTH
82,277,2024-08-10 01:00:00,SHIPPED,EAST
83,120,2025-08-12 10:00:00,RETURNED,EAST
84,122,2024-11-05 04:00:00,RETURNED,SOUTH
85,212,2024-11-03 08:00:00,PLACED,SOUTH
86,321,2025-11-26 13:00:00,RETURNED,WEST
87,25,2024-12-18 20:00:00,CANCELLED,EAST
88,357,2025-03-02 13:00:00,SHIPPED,EAST
90,435,2024-08-18 09:00:00,SHIPPED,WEST
91,469,2024-02-29 17:00:00,CANCELLED,WEST
92,286,2025-06-26 04:00:00,CANCELLED,SOUTH
93,131,2024-07-27 10:00:00,PLACED,WEST
94,434,2025-01-14 02:00:00,RETURNED,SOUTH
96,448,2024-03-15 06:00:00,RETURNED,SOUTH
97,246,2024-08-01 10:00:00,DELIVERED,NORTH
98,109,2024-07-13 23:00:00,PLACED,WEST
99,469,2024-09-05 22:00:00,RETURNED,SOUTH
100,204,2024-09-02 17:00:00,DELIVERED,EAST
102,134,2025-01-03 16:00:00,CANCELLED,WEST
103,51,2025-04-25 10:00:00,SHIPPED,EAST
104,161,2025-02-27 01:00:00,RETURNED,SOUTH
105,380,2024-05-29 00:00:00,DELIVERED,WEST
106,152,2024-06-05 06:00:00,DELIVERED,SOUTH
108,132,2025-05-15 23:00:00,CANCELLED,WEST
109,87,2024-12-26 05:00:00,SHIPPED,WEST
110,95,2025-07-09 20:00:00,PLACED,NORTH
111,430,2024-03-17 21:00:00,PLACED,NORTH
112,212,2024-05-20 20:00:00,SHIPPED,NORTH
113,363,2024-06-03 00:00:00,SHIPPED,WEST
114,192,,RETURNED,WEST
115,338,2025-05-14 00:00:00,PLACED,WEST
116,7,2024-01-18 16:00:00,DELIVERED,EAST
117,9,2025-05-29 22:00:00,CANCELLED,SOUTH
118,55,2024-04-08 16:00:00,SHIPPED,SOUTH
119,99,2025-09-26 16:00:00,DELIVERED,EAST
120,137,2025-02-10 02:00:00,DELIVERED,WEST
121,236,2025-08-01 07:00:00,SHIPPED,EAST
122,351,2024-03-23 20:00:00,PLACED,NORTH
124,29,2025-10-14 00:00:00,SHIPPED,NORTH
126,459,2025-06-24 01:00:00,SHIPPED,SOUTH
127,462,2025-08-03 15:00:00,DELIVERED,NORTH
128,474,2024-03-17 21:00:00,DELIVERED,NORTH
129,92,2024-11-18 00:00:00,SHIPPED,SOUTH
130,386,2025-02-11 02:00:00,DELIVERED,SOUTH
131,289,2024-09-03 18:00:00,CANCELLED,EAST
132,197,2024-05-23 22:00:00,PLACED,EAST
133,28,2024-04-10 13:00:00,SHIPPED,NORTH
135,497,2024-11-30 00:00:00,DELIVERED,WEST
136,252,2024-08-21 11:00:00,RETURNED,WEST
137,222,2024-07-09 21:00:00,RETURNED,WEST
138,44,2025-09-25 09:00:00,SHIPPED,NORTH
139,43,2024-10-01 04:00:00,CANCELLED,SOUTH
140,379,2025-02-02 10:00:00,DELIVERED,NORTH
141,47,2024-01-06 09:00:00,CANCELLED,EAST
142,390,2024-10-03 03:00:00,SHIPPED,NORTH
143,96,2025-03-17 14:00:00,RETURNED,WEST
144,53,2024-01-27 02:00:00,DELIVERED,NORTH
145,306,2025-09-04 10:00:00,CANCELLED,NORTH
146,150,2025-02-27 12:00:00,PLACED,SOUTH
147,293,2025-06-17 05:00:00,CANCELLED,SOUTH
148,72,2024-10-02 09:00:00,DELIVERED,WEST
149,75,2024-03-05 05:00:00,CANCELLED,EAST
150,216,2024-11-02 15:00:00,PLACED,EAST
151,129,2024-09-09 23:00:00,CANCELLED,SOUTH
152,235,2024-04-19 04:00:00,DELIVERED,NORTH
153,486,2025-02-09 10:00:00,RETURNED,WEST
154,412,2024-12-03 14:00:00,DELIVERED,WEST
155,418,2025-10-28 19:00:00,SHIPPED,EAST
156,165,2025-09-09 22:00:00,SHIPPED,WEST
157,161,2024-06-30 12:00:00,DELIVERED,EAST
158,377,2025-10-10 15:00:00,RETURNED,SOUTH
159,167,2025-01-20 08:00:00,CANCELLED,EAST
160,59,2025-07-31 06:00:00,RETURNED,SOUTH
161,350,2025-07-17 00:00:00,CANCELLED,SOUTH
162,225,2024-10-25 22:00:00,PLACED,WEST
163,345,2025-05-26 04:00:00,DELIVERED,SOUTH
164,130,2025-11-05 04:00:00,CANCELLED,WEST
165,38,2025-04-04 19:00:00,CANCELLED,WEST
166,274,2025-06-02 22:00:00,CANCELLED,NORTH
167,405,2025-01-03 22:00:00,RETURNED,NORTH
168,56,2024-09-11 21:00:00,DELIVERED,SOUTH
169,332,2025-09-19 01:00:00,RETURNED,WEST
170,496,2024-12-05 13:00:00,PLACED,NORTH
171,51,2024-09-21 07:00:00,RETURNED,SOUTH
172,229,2025-01-18 12:00:00,CANCELLED,SOUTH
173,177,2024-01-26 15:00:00,PLACED,EAST
174,213,2024-03-28 03:00:00,SHIPPED,EAST
175,160,2024-12-17 14:00:00,SHIPPED,WEST
176,179,2025-05-02 03:00:00,CANCELLED,WEST
177,164,2024-03-09 09:00:00,PLACED,NORTH
178,12,2024-12-17 20:00:00,PLACED,SOUTH
179,477,2024-09-06 16:00:00,SHIPPED,SOUTH
180,170,2025-07-27 13:00:00,CANCELLED,SOUTH
181,409,2025-02-18 20:00:00,SHIPPED,SOUTH
182,328,2025-11-04 13:00:00,CANCELLED,NORTH
183,378,2025-09-20 06:00:00,CANCELLED,WEST
184,200,2024-01-05 22:00:00,SHIPPED,SOUTH
185,143,2024-03-05 18:00:00,PLACED,SOUTH
186,188,2024-11-29 06:00:00,CANCELLED,NORTH
187,135,2025-11-17 15:00:00,RETURNED,EAST
188,306,2025-02-01 19:00:00,CANCELLED,NORTH
189,179,,RETURNED,SOUTH
191,345,2024-05-17 10:00:00,PLACED,SOUTH
192,157,2024-04-29 05:00:00,DELIVERED,SOUTH
193,262,2025-02-01 13:00:00,RETURNED,SOUTH
194,295,2025-01-27 13:00:00,SHIPPED,WEST
195,326,2025-07-04 22:00:00,SHIPPED,SOUTH
196,251,2024-10-22 04:00:00,SHIPPED,EAST
197,432,2025-04-06 19:00:00,PLACED,EAST
199,418,2025-01-28 17:00:00,RETURNED,WEST
200,210,2025-05-18 13:00:00,CANCELLED,WEST
201,86,2024-03-25 18:00:00,PLACED,SOUTH
202,150,2024-02-03 08:00:00,SHIPPED,EAST
203,87,2025-04-13 18:00:00,CANCELLED,NORTH
204,294,2024-04-26 08:00:00,RETURNED,EAST
205,278,2024-02-12 23:00:00,CANCELLED,SOUTH
206,218,2024-04-14 23:00:00,SHIPPED,EAST
207,448,2024-02-03 14:00:00,DELIVERED,EAST
208,442,2024-03-30 14:00:00,PLACED,SOUTH
209,108,2025-08-25 22:00:00,DELIVERED,WEST
210,85,2025-09-22 04:00:00,SHIPPED,SOUTH
211,413,2024-03-01 18:00:00,DELIVERED,EAST
212,306,2025-07-05 05:00:00,DELIVERED,EAST
213,149,2025-08-09 08:00:00,RETURNED,NORTH
214,70,2025-02-25 01:00:00,DELIVERED,SOUTH
215,360,2024-05-15 07:00:00,SHIPPED,EAST
216,425,2024-09-10 21:00:00,CANCELLED,WEST
217,73,2025-08-14 20:00:00,DELIVERED,WEST
218,193,2025-04-07 02:00:00,PLACED,WEST
219,264,2024-10-11 22:00:00,DELIVERED,WEST
220,487,2025-05-14 10:00:00,RETURNED,NORTH
221,445,2024-04-05 23:00:00,CANCELLED,EAST
222,436,2024-03-05 17:00:00,CANCELLED,SOUTH
224,166,2024-10-17 10:00:00,RETURNED,SOUTH
226,51,2025-10-03 14:00:00,PLACED,NORTH
227,476,2024-06-10 14:00:00,CANCELLED,NORTH
228,491,2025-03-14 06:00:00,SHIPPED,EAST
229,82,2024-10-07 02:00:00,DELIVERED,EAST
230,43,2025-01-15 21:00:00,SHIPPED,NORTH
231,203,2025-10-02 09:00:00,SHIPPED,WEST
232,336,2024-04-03 22:00:00,PLACED,NORTH
233,110,2025-05-03 02:00:00,SHIPPED,SOUTH
234,266,2025-11-27 14:00:00,PLACED,NORTH
235,357,2024-12-17 03:00:00,CANCELLED,SOUTH
236,245,2024-03-13 07:00:00,CANCELLED,NORTH
237,375,2024-04-14 03:00:00,DELIVERED,EAST
238,452,2024-11-02 04:00:00,CANCELLED,SOUTH
239,329,2025-11-24 04:00:00,PLACED,NORTH
240,313,2025-10-27 05:00:00,CANCELLED,EAST
241,370,2024-08-06 20:00:00,SHIPPED,WEST
242,316,2025-03-29 06:00:00,PLACED,NORTH
243,72,2024-05-06 18:00:00,CANCELLED,EAST
244,494,2025-03-15 10:00:00,SHIPPED,SOUTH
245,142,2025-10-22 02:00:00,SHIPPED,EAST
246,399,2024-01-28 21:00:00,DELIVERED,SOUTH
247,266,2025-09-13 16:00:00,SHIPPED,WEST
248,152,2025-10-23 01:00:00,SHIPPED,WEST
249,198,2024-04-25 07:00:00,CANCELLED,NORTH
250,271,2024-01-13 11:00:00,DELIVERED,SOUTH
251,199,2025-08-05 13:00:00,DELIVERED,SOUTH
252,391,2025-04-27 02:00:00,PLACED,NORTH
253,8,2024-09-25 06:00:00,PLACED,NORTH
254,486,2025-02-11 16:00:00,DELIVERED,WEST
255,217,2025-02-15 02:00:00,RETURNED,SOUTH
256,143,2024-03-26 09:00:00,PLACED,SOUTH
257,499,2024-06-08 17:00:00,DELIVERED,WEST
259,358,2025-03-23 23:00:00,SHIPPED,NORTH
260,126,,PLACED,WEST
261,314,2025-09-15 01:00:00,DELIVERED,SOUTH
262,62,2024-01-13 22:00:00,SHIPPED,NORTH
263,84,2025-05-23 11:00:00,RETURNED,EAST
264,86,2025-01-15 04:00:00,DELIVERED,NORTH
265,395,2024-01-31 10:00:00,CANCELLED,EAST
266,269,2024-03-06 08:00:00,RETURNED,NORTH
267,255,2025-04-11 16:00:00,DELIVERED,NORTH
268,256,2025-08-03 05:00:00,DELIVERED,SOUTH
269,131,2024-04-15 18:00:00,PLACED,SOUTH
270,380,2025-06-05 00:00:00,PLACED,NORTH
271,126,2024-02-17 15:00:00,DELIVERED,WEST
272,472,2024-06-02 05:00:00,PLACED,WEST
273,115,2024-11-25 07:00:00,CANCELLED,EAST
274,139,2024-03-20 18:00:00,DELIVERED,NORTH
275,258,2025-11-20 01:00:00,SHIPPED,SOUTH
276,412,2025-06-12 01:00:00,CANCELLED,NORTH
277,450,2025-04-21 09:00:00,DELIVERED,EAST
278,45,2025-07-20 14:00:00,PLACED,EAST
279,103,2024-10-25 18:00:00,DELIVERED,SOUTH
280,238,2025-01-12 18:00:00,CANCELLED,SOUTH
281,376,2025-07-13 07:00:00,SHIPPED,NORTH
282,478,2025-02-23 00:00:00,SHIPPED,EAST
283,326,2024-01-10 10:00:00,PLACED,WEST
284,435,,SHIPPED,SOUTH
285,215,2025-05-18 01:00:00,SHIPPED,EAST
286,48,2024-02-14 07:00:00,RETURNED,WEST
287,359,2025-01-16 14:00:00,PLACED,NORTH
288,259,2024-05-16 20:00:00,CANCELLED,NORTH
289,304,2025-08-04 01:00:00,CANCELLED,SOUTH
290,122,2024-10-25 08:00:00,DELIVERED,WEST
292,120,2024-03-17 06:00:00,SHIPPED,NORTH
293,80,2024-04-18 05:00:00,CANCELLED,WEST
294,161,2025-02-20 03:00:00,RETURNED,EAST
295,494,2024-07-31 14:00:00,DELIVERED,WEST
296,136,2024-05-02 02:00:00,SHIPPED,EAST
297,424,2025-09-09 01:00:00,SHIPPED,EAST
298,76,2024-04-03 22:00:00,SHIPPED,EAST
299,203,2025-06-09 01:00:00,DELIVERED,EAST
300,420,2024-06-27 00:00:00,CANCELLED,WEST
301,285,2025-07-17 07:00:00,PLACED,WEST
302,53,,PLACED,NORTH
303,426,2024-08-15 04:00:00,SHIPPED,WEST
304,191,2025-10-07 20:00:00,PLACED,EAST
305,470,2024-03-17 00:00:00,PLACED,SOUTH
306,463,2025-10-23 14:00:00,SHIPPED,NORTH
307,464,2024-12-05 03:00:00,PLACED,WEST
308,26,2024-06-21 18:00:00,CANCELLED,WEST
309,255,2024-01-31 12:00:00,CANCELLED,SOUTH
310,182,2024-08-07 05:00:00,DELIVERED,EAST
311,229,2024-06-01 01:00:00,RETURNED,SOUTH
312,332,2024-10-29 15:00:00,CANCELLED,WEST
313,32,2024-03-30 08:00:00,CANCELLED,SOUTH
314,215,2024-07-23 20:00:00,RETURNED,SOUTH
315,323,2025-07-10 00:00:00,CANCELLED,EAST
316,246,2025-07-11 15:00:00,DELIVERED,EAST
317,199,2024-10-03 05:00:00,PLACED,EAST
318,306,2024-08-12 00:00:00,DELIVERED,NORTH
319,415,2025-04-28 16:00:00,DELIVERED,SOUTH
320,499,2024-06-12 03:00:00,SHIPPED,SOUTH
321,137,2025-06-30 23:00:00,PLACED,SOUTH
322,295,2025-02-01 11:00:00,SHIPPED,SOUTH
323,122,2025-08-29 10:00:00,DELIVERED,NORTH
324,361,2024-12-26 18:00:00,RETURNED,SOUTH
325,289,2024-07-11 15:00:00,RETURNED,EAST
326,90,2025-05-17 01:00:00,PLACED,NORTH
327,120,2025-09-08 07:00:00,PLACED,WEST
328,1,2024-12-05 19:00:00,SHIPPED,SOUTH
329,175,2024-06-30 10:00:00,PLACED,NORTH
330,76,2025-08-23 22:00:00,SHIPPED,NORTH
331,434,2025-06-22 11:00:00,PLACED,EAST
332,361,,RETURNED,NORTH
333,173,2024-11-05 10:00:00,SHIPPED,SOUTH
334,375,2025-03-23 20:00:00,CANCELLED,EAST
335,90,2025-07-29 22:00:00,RETURNED,EAST
336,115,2025-11-12 18:00:00,SHIPPED,WEST
337,158,2024-10-28 04:00:00,SHIPPED,NORTH
338,486,2025-08-09 12:00:00,RETURNED,NORTH
339,94,2025-09-08 10:00:00,RETURNED,SOUTH
340,328,2025-08-02 03:00:00,CANCELLED,SOUTH
341,170,2024-03-20 07:00:00,DELIVERED,EAST
342,86,2025-10-13 02:00:00,DELIVERED,WEST
343,6,2024-09-28 06:00:00,SHIPPED,NORTH
344,180,2024-09-19 03:00:00,PLACED,NORTH
345,198,2025-03-24 23:00:00,CANCELLED,SOUTH
346,453,2025-02-27 15:00:00,CANCELLED,EAST
347,280,2025-01-19 03:00:00,CANCELLED,SOUTH
348,84,2025-04-07 02:00:00,PLACED,EAST
349,11,2024-11-22 08:00:00,PLACED,NORTH
350,176,2024-06-23 12:00:00,SHIPPED,NORTH
351,281,2024-04-05 10:00:00,RETURNED,WEST
352,361,2024-02-01 13:00:00,SHIPPED,WEST
353,81,2024-02-24 03:00:00,DELIVERED,SOUTH
354,499,2024-07-13 13:00:00,RETURNED,EAST
355,339,2024-10-15 09:00:00,SHIPPED,NORTH
356,26,2025-02-06 18:00:00,RETURNED,WEST
357,79,2024-02-25 11:00:00,PLACED,WEST
358,45,2024-10-28 21:00:00,RETURNED,WEST
359,103,2024-04-09 00:00:00,SHIPPED,SOUTH
361,158,2025-02-11 15:00:00,CANCELLED,EAST
362,47,2025-10-19 17:00:00,CANCELLED,SOUTH
363,190,2025-01-25 11:00:00,SHIPPED,WEST
364,23,2024-09-26 14:00:00,CANCELLED,EAST
365,116,2024-10-02 18:00:00,PLACED,SOUTH
366,386,2025-11-14 03:00:00,PLACED,EAST
367,414,2025-07-08 13:00:00,RETURNED,SOUTH
368,284,2024-03-03 12:00:00,RETURNED,WEST
369,495,2025-07-02 21:00:00,CANCELLED,SOUTH
370,244,2024-11-02 02:00:00,CANCELLED,NORTH
371,258,2025-08-07 16:00:00,RETURNED,SOUTH
372,62,2025-04-04 05:00:00,SHIPPED,SOUTH
373,414,2024-07-16 04:00:00,PLACED,WEST
374,41,2025-11-30 13:00:00,SHIPPED,SOUTH
375,428,2025-09-01 08:00:00,DELIVERED,NORTH
376,45,2025-02-01 17:00:00,CANCELLED,EAST
377,439,2024-10-09 16:00:00,CANCELLED,NORTH
378,403,2025-09-30 18:00:00,RETURNED,WEST
379,58,2025-02-28 04:00:00,SHIPPED,NORTH
380,474,2024-04-18 18:00:00,PLACED,EAST
381,445,2025-07-02 11:00:00,CANCELLED,EAST
382,197,2025-11-01 15:00:00,RETURNED,WEST
383,20,2024-06-25 08:00:00,CANCELLED,SOUTH
384,317,2025-09-15 21:00:00,CANCELLED,NORTH
386,382,2025-05-01 08:00:00,DELIVERED,NORTH
387,173,2024-11-06 09:00:00,DELIVERED,WEST
388,440,2024-04-10 07:00:00,SHIPPED,EAST
389,499,2025-03-29 10:00:00,DELIVERED,WEST
390,310,2025-10-23 02:00:00,SHIPPED,WEST
391,109,2025-02-20 23:00:00,CANCELLED,EAST
392,421,2024-02-27 16:00:00,SHIPPED,NORTH
393,160,2025-06-02 12:00:00,SHIPPED,NORTH
394,89,2024-07-16 06:00:00,PLACED,SOUTH
395,17,2025-04-12 01:00:00,DELIVERED,SOUTH
396,141,2025-01-12 14:00:00,RETURNED,WEST
397,326,2024-05-06 21:00:00,PLACED,SOUTH
398,191,2025-05-15 19:00:00,CANCELLED,SOUTH
399,492,2025-04-30 18:00:00,RETURNED,EAST
400,177,2024-06-16 08:00:00,PLACED,EAST
401,15,2025-01-30 01:00:00,SHIPPED,SOUTH
402,439,2024-08-14 20:00:00,SHIPPED,SOUTH
403,138,2025-10-29 13:00:00,RETURNED,NORTH
404,443,2025-11-29 00:00:00,CANCELLED,SOUTH
405,332,2024-06-26 19:00:00,PLACED,SOUTH
406,130,2025-09-14 09:00:00,DELIVERED,WEST
407,459,2025-01-20 11:00:00,CANCELLED,EAST
408,112,2025-04-22 09:00:00,RETURNED,WEST
409,300,2024-04-14 00:00:00,RETURNED,EAST
410,288,2025-10-24 19:00:00,RETURNED,EAST
411,153,2025-12-01 03:00:00,CANCELLED,NORTH
412,173,2024-10-10 20:00:00,DELIVERED,EAST
413,134,2025-11-02 22:00:00,DELIVERED,SOUTH
414,77,2025-06-13 07:00:00,PLACED,WEST
415,339,2024-11-23 21:00:00,SHIPPED,NORTH
416,336,2025-05-24 09:00:00,DELIVERED,WEST
417,208,2025-02-01 23:00:00,PLACED,SOUTH
418,176,2024-08-15 21:00:00,RETURNED,WEST
419,465,2025-11-18 11:00:00,RETURNED,EAST
420,433,2024-06-23 21:00:00,RETURNED,SOUTH
421,151,2024-04-09 15:00:00,SHIPPED,EAST
423,114,2024-12-29 07:00:00,DELIVERED,WEST
424,404,2024-12-05 11:00:00,DELIVERED,EAST
425,238,2024-04-30 15:00:00,PLACED,NORTH
426,242,2024-07-18 16:00:00,PLACED,WEST
427,272,2024-11-01 13:00:00,PLACED,SOUTH
428,71,2024-07-24 10:00:00,CANCELLED,WEST
429,74,2024-11-19 22:00:00,SHIPPED,NORTH
430,250,2024-12-06 20:00:00,SHIPPED,EAST
431,325,2024-02-29 00:00:00,CANCELLED,EAST
432,108,2024-06-21 18:00:00,SHIPPED,WEST
433,403,2024-03-31 04:00:00,RETURNED,WEST
434,325,2025-03-15 12:00:00,CANCELLED,WEST
435,197,2024-01-05 01:00:00,RETURNED,SOUTH
436,375,2025-01-17 00:00:00,DELIVERED,SOUTH
437,10,2025-11-23 00:00:00,SHIPPED,SOUTH
438,356,,SHIPPED,NORTH
439,197,2025-05-30 18:00:00,DELIVERED,SOUTH
440,34,2024-02-16 09:00:00,DELIVERED,WEST
441,373,2025-06-16 19:00:00,RETURNED,EAST
442,223,2024-05-17 10:00:00,CANCELLED,EAST
443,385,2024-07-11 05:00:00,CANCELLED,NORTH
444,117,2024-08-17 23:00:00,SHIPPED,SOUTH
445,376,2024-01-23 18:00:00,RETURNED,SOUTH
446,64,2025-01-10 22:00:00,PLACED,WEST
447,449,2025-10-17 08:00:00,RETURNED,NORTH
448,305,2024-02-19 21:00:00,PLACED,NORTH
449,25,2024-04-28 13:00:00,CANCELLED,WEST
450,64,2025-07-14 08:00:00,CANCELLED,SOUTH
451,106,2025-10-07 00:00:00,DELIVERED,WEST
452,339,2024-04-13 21:00:00,RETURNED,EAST
453,319,2025-09-12 22:00:00,SHIPPED,WEST
454,426,2024-04-17 16:00:00,RETURNED,NORTH
455,145,2024-04-26 03:00:00,CANCELLED,SOUTH
456,312,2024-07-23 08:00:00,RETURNED,SOUTH
458,281,2025-05-23 06:00:00,CANCELLED,EAST
459,121,2024-01-03 00:00:00,PLACED,NORTH
460,428,2025-08-10 21:00:00,CANCELLED,SOUTH
461,487,2024-04-02 16:00:00,PLACED,NORTH
462,464,2024-09-19 20:00:00,SHIPPED,WEST
463,152,2024-09-27 14:00:00,PLACED,NORTH
464,417,2024-06-27 01:00:00,DELIVERED,EAST
465,411,,CANCELLED,NORTH
466,49,2024-02-16 00:00:00,SHIPPED,SOUTH
467,169,2025-01-01 14:00:00,RETURNED,EAST
468,450,2024-04-05 11:00:00,DELIVERED,SOUTH
469,59,2025-02-14 12:00:00,CANCELLED,EAST
470,428,2025-01-29 22:00:00,CANCELLED,WEST
471,333,2024-06-19 03:00:00,SHIPPED,NORTH
472,483,2024-06-12 03:00:00,CANCELLED,WEST
473,411,2025-08-05 21:00:00,CANCELLED,SOUTH
474,313,2025-01-23 11:00:00,RETURNED,NORTH
475,442,2025-12-01 23:00:00,SHIPPED,WEST
476,472,2025-05-14 03:00:00,CANCELLED,WEST
477,24,2024-03-05 08:00:00,DELIVERED,NORTH
478,361,2025-11-25 16:00:00,RETURNED,SOUTH
479,490,,RETURNED,NORTH
480,222,2025-11-08 23:00:00,SHIPPED,WEST
481,178,2025-11-10 21:00:00,CANCELLED,SOUTH
482,430,2025-07-25 19:00:00,PLACED,NORTH
483,330,2024-06-09 16:00:00,CANCELLED,WEST
484,446,2024-06-18 02:00:00,CANCELLED,EAST
485,124,2024-12-04 08:00:00,PLACED,SOUTH
486,282,2025-10-20 12:00:00,CANCELLED,SOUTH
487,41,2025-04-15 14:00:00,RETURNED,WEST
488,46,2025-05-25 14:00:00,DELIVERED,NORTH
489,255,2025-10-31 00:00:00,PLACED,WEST
490,212,2024-02-06 17:00:00,RETURNED,NORTH
491,423,2024-04-03 19:00:00,RETURNED,EAST
492,456,2025-06-04 17:00:00,SHIPPED,WEST
493,487,2024-12-15 11:00:00,PLACED,SOUTH
494,433,2025-04-10 10:00:00,RETURNED,WEST
495,367,2025-11-03 11:00:00,CANCELLED,NORTH
496,50,2025-11-05 07:00:00,PLACED,EAST
497,182,2025-10-10 09:00:00,RETURNED,EAST
498,360,2024-04-18 01:00:00,SHIPPED,WEST
499,72,2025-02-23 03:00:00,DELIVERED,SOUTH
500,97,2024-05-03 12:00:00,SHIPPED,WEST
501,423,2024-07-14 22:00:00,DELIVERED,NORTH
502,388,2025-02-28 01:00:00,RETURNED,NORTH
503,396,2025-04-06 14:00:00,RETURNED,SOUTH
504,494,2025-05-25 00:00:00,RETURNED,NORTH
505,284,2025-03-19 18:00:00,CANCELLED,SOUTH
506,355,2025-08-15 05:00:00,SHIPPED,NORTH
507,199,2025-11-04 19:00:00,RETURNED,EAST
508,259,2025-01-28 13:00:00,RETURNED,SOUTH
509,141,2025-02-11 10:00:00,DELIVERED,WEST
510,413,2024-05-16 04:00:00,CANCELLED,EAST
511,432,2025-07-14 10:00:00,RETURNED,SOUTH
512,103,2024-08-02 19:00:00,DELIVERED,EAST
513,472,2025-11-19 04:00:00,SHIPPED,EAST
514,364,2024-04-28 11:00:00,RETURNED,WEST
515,299,2025-08-07 21:00:00,CANCELLED,EAST
516,450,2025-03-08 00:00:00,RETURNED,NORTH
517,13,2025-01-25 04:00:00,PLACED,NORTH
518,103,2024-09-30 05:00:00,DELIVERED,EAST
519,75,2024-03-04 22:00:00,DELIVERED,SOUTH
520,386,2025-07-08 01:00:00,DELIVERED,WEST
521,53,2025-09-22 21:00:00,RETURNED,SOUTH
522,381,2025-10-24 17:00:00,CANCELLED,SOUTH
